num,type,x_coor,y_coor
1,2,8.29483356036796,47.8005083348189
2,2,10.2903642978411,47.8659036790991
3,2,12.2903853701921,47.9291209919643
4,2,14.2949817462715,47.9871977358879
5,2,16.3042155724446,48.0371512121282
6,2,18.318112860148,48.0759783968909
7,2,24.3872198920862,48.0953719564451
8,2,26.4188343006777,48.0592693339474
9,2,28.4542241392916,47.9967391176812
10,2,30.4929111587893,47.9046750145358
11,2,32.5715480310539,47.7694057800486
12,2,34.7354354110013,47.5303707137414
13,2,36.9671887094624,47.1090924863221
14,2,41.4608084515852,45.3878796220444
15,2,43.5486168233166,43.9466679046951
16,2,46.7637769841785,40.1838709296144
17,2,47.8711744070693,38.045874156376
18,2,48.6759026786991,35.8287318442088
19,2,49.2095764033813,33.5308461962448
20,2,49.371790659603,28.7456240961468
21,2,48.9402528124274,26.3442245678724
22,2,48.1379348685719,24.0115869446911
23,2,46.9718766730536,21.8331831495909
24,2,45.5183908761479,19.8937545099424
25,2,42.034452284309,16.7521854290723
26,2,38.0024261140352,14.4777602906678
27,2,35.7974585974047,13.6826661179064
28,2,33.4965697064231,13.1523520909686
29,2,31.1302557069132,12.9121393769316
30,2,28.7495405480103,12.9803375419597
31,2,26.4275819814214,13.3378047377686
32,2,24.1935407090117,13.9452300781406
33,2,20.0475993937396,15.7534500265274
34,2,16.395185781583,18.0421326577611
35,2,14.7344934919394,19.210358215895
36,2,13.1401972893467,20.3265665388672
37,2,11.5833537070008,21.3477072094266
38,2,10.0428032559345,22.2341839570762
39,2,6.90006888859156,23.510122114402
40,2,5.24310276950825,23.9102111346615
41,2,3.54614319085073,24.1525066527486
42,2,1.82453456285617,24.2384953941222
43,2,-1.49646987010121,23.9423419780574
44,2,-2.88611819700968,23.518850361989
45,2,-4.87663538345929,22.0841121388762
46,2,-5.48860547878733,21.0654842962416
47,2,-5.81567263287249,19.9085084532591
48,2,-5.8334919233918,18.6923268134878
49,2,-5.53917605118359,17.497740705306
50,2,-4.95012865665813,16.4016948398736
51,2,-4.05317915721677,15.4107620877673
52,2,0.49212153312725,12.4494087837712
53,2,2.38653784056378,11.1712478467585
54,2,4.26363974073903,9.48929957533922
55,2,5.87263326747036,7.25460792254726
56,2,6.83628597561633,4.68706884998182
57,2,7.22868549746256,2.31823546262226
58,2,7.60968340642873,-1.42149659832866
59,2,7.9750905618407,-2.7261923758349
60,2,8.54802041473498,-3.68009075055991
61,2,10.6601317831479,-5.23084300440234
62,2,12.1167992046948,-5.77254995615783
63,2,13.7805173778787,-6.17261534649334
64,2,17.6231089179688,-6.79114948102549
65,2,19.7388585053217,-7.18913620702706
66,2,21.8298950982966,-7.70159820373082
67,2,23.8771264994103,-8.31301696223576
68,2,25.8797524901441,-9.00938215804746
69,2,27.8385154732156,-9.77726113305095
70,2,33.4828656272925,-12.388525694689
71,2,35.3884273243004,-13.4149776838374
72,2,37.3243202944926,-14.6682383106842
73,2,39.1922962154652,-16.2493960759111
74,2,40.8455371260767,-18.2403341823979
75,2,42.0705518955054,-20.6153105774461
76,2,42.7346589897432,-23.1596769590206
77,2,42.5147079384368,-28.247846055385
78,2,41.753803677142,-30.6144579632713
79,2,39.1831183440142,-34.8167170198948
80,2,37.3770559671547,-36.5762176430613
81,2,35.2523671945937,-37.9984770098583
82,2,32.8791324240351,-38.993482644638
83,2,28.1270516052592,-39.715335638822
84,2,25.9046030197368,-39.6765956654354
85,2,23.8121031317075,-39.5240911796868
86,2,21.8464792201864,-39.3538830619781
87,2,19.9742827992146,-39.2418187116909
88,2,16.0937484438592,-39.1847191943436
89,2,11.9928246424488,-39.1219447460144
90,2,9.86352410414552,-38.9911216862446
91,2,7.69014987529461,-38.7364552625087
92,2,5.51782683234722,-38.3249002543397
93,2,3.42382206323132,-37.786979727176
94,2,1.40682879137184,-37.1663842455962
95,2,-0.541821138011257,-36.5027177844325
96,2,-4.34015621146816,-35.1410426555394
97,2,-8.16436000121084,-33.6653461038145
98,2,-10.0767778404464,-32.8530238495275
99,2,-11.9792230934156,-31.9752972248347
100,2,-13.8428086034457,-31.0410375539532
101,2,-15.6623928384561,-30.0682796038662
102,2,-19.1958077261686,-28.0638760232219
103,2,-20.9238240938196,-27.0586776214187
104,2,-22.6524765196268,-26.0537507263292
105,2,-24.4077080359509,-25.0144494209715
106,2,-27.9360780875981,-22.7317004681533
107,2,-29.6698538901663,-21.4381474644069
108,2,-32.9453564203185,-18.4316844689044
109,2,-34.4107565227371,-16.6961594315364
110,2,-35.7065080013589,-14.844566590386
111,2,-36.8313109009813,-12.8998963192641
112,2,-37.7878917266941,-10.8820330087871
113,2,-38.5811746376266,-8.808929921604
114,2,-39.2178699842561,-6.69652639898087
115,2,-40.3011807339499,-0.309611756649864
116,2,-40.4533406202231,1.78890139416343
117,2,-40.5382789183978,3.86217286202336
118,2,-40.5775538214583,5.90777727960811
119,2,-40.5919497511314,7.92466131148779
120,2,-40.6014196538181,9.91275631233656
121,2,-40.6457557289961,13.8810850824754
122,2,-40.674533449872,15.8753221224371
123,2,-40.7017394704418,17.8763494567535
124,2,-40.7332264185658,21.898935793423
125,2,-40.7282871101318,23.9204396925825
126,2,-40.7033369152928,25.948560300907
127,2,-40.429160406945,30.2970202551981
128,2,-39.9260632680985,32.6679289532538
129,2,-38.9665731582284,35.0689826553948
130,2,-37.4022554152914,37.3266934320522
131,2,-35.2924298638551,39.105243893059
132,2,-33.2056190082383,40.2549711124138
133,2,-29.7935826692359,41.9483259837501
134,2,-28.1179159337869,42.9113732230407
135,2,-22.4882559681602,45.8771756304123
136,2,-20.3655683666973,46.6715497668858
137,2,-18.1093389106216,47.2629205744315
138,2,-15.7909195473899,47.5854545071348
139,2,-13.5681633690504,47.6776546092619
140,2,-11.464425411051,47.6457593795914
141,2,-7.51988574761303,47.5414613781388
142,2,-5.55737846449435,47.5225493988029
143,2,-3.5905890292448,47.5236739806379
144,2,0.355197826404633,47.5753479114301
145,2,2.33404449770947,47.6205092826547
146,2,4.31684977705784,47.6749328204622
147,2,8.29483356036796,47.8005083348189
148,2,10.2903642978411,47.8659036790991
149,2,12.2903853701921,47.9291209919643
150,2,14.2949817462715,47.9871977358879
151,2,16.3042155724446,48.0371512121282
152,11,6.49447171658257,41.7389113024907
153,11,8.49189149682204,41.8037451937836
154,11,10.4848751821667,41.8690573815958
155,11,12.473517040832,41.9319164105607
156,11,14.4579005366844,41.9894100214277
157,11,16.4380855350346,42.0386448286094
158,11,22.3534294484539,42.1081444836209
159,11,24.3165071700586,42.0957886616701
160,11,26.2748937812757,42.0609961552005
161,11,28.2282468521326,42.0009961057027
162,11,30.1761149294924,41.9130441723441
163,11,32.0795946202318,41.7896079706255
164,11,33.88171993278,41.5914171121172
165,11,37.1238045770298,40.8042280456036
166,11,38.5108000329817,40.1631834270328
167,11,40.7498148915033,38.2980872410971
168,11,41.6428012725483,37.057274095852
169,11,42.3684952713925,35.6541128117207
170,11,42.923741279885,34.1220862330776
171,11,43.4562377484922,30.9418382209873
172,11,43.4041825643156,29.3682424552239
173,11,43.1310900802234,27.8454335309325
174,11,42.6373380962399,26.4081334491868
175,11,41.92136068956,25.0723633391567
176,11,39.8493389129556,22.6733478226331
177,11,37.1330772214184,20.7325660900255
178,11,35.6438750732877,19.9947555768891
179,11,34.097019809549,19.4366654165469
180,11,32.5117013027651,19.0709696852617
181,11,30.9105163807122,18.908114245835
182,11,29.305019764528,18.9545691109581
183,11,27.6851829730976,19.2045278218877
184,11,24.4759113345748,20.2570787967781
185,11,21.3685688158133,21.9377743574784
186,11,19.8072187451783,22.9775182612717
187,11,18.2040616100214,24.1054677217171
188,11,16.5291821840059,25.277806927272
189,11,14.7490275765791,26.4446189166734
190,11,10.7566166245341,28.5122919557571
191,11,8.59035703212379,29.2671114310357
192,11,6.36970146209175,29.8034933598624
193,11,4.11753580708921,30.1252372241127
194,11,-0.405973075502234,30.1500578730274
195,11,-2.75740378439869,29.8083496207198
196,11,-7.53032772904185,27.7630095130657
197,11,-9.55882345130782,25.8360602858122
198,11,-10.9967405848897,23.4446538263345
199,11,-11.7530941810305,20.7728147412547
200,11,-11.7945553145768,18.0098876247875
201,11,-11.1377067999357,15.3398589997259
202,11,-9.84329815385971,12.9293912425976
203,11,-4.31864858110937,8.32717777382664
204,11,-2.64821833398598,7.33684919790624
205,11,-1.23396167898668,6.38669110355496
206,11,-0.139159724307982,5.41310565569044
207,11,0.583196113153409,4.42232005043196
208,11,1.00846697640521,3.25999992647677
209,11,1.42452204766312,-0.235409796458984
210,11,1.7076976610908,-2.501572642794
211,11,2.43395748729283,-5.02746251429141
212,11,5.90118769712182,-9.36241405660719
213,11,8.13219227914984,-10.6723062142501
214,11,10.4108490166236,-11.5249176387577
215,11,14.7174578544944,-12.4162331505645
216,11,16.6611999625517,-12.7135418322201
217,11,18.4669199253036,-13.0527675263258
218,11,20.2513584750154,-13.4902268953088
219,11,22.0275043214267,-14.0208096878619
220,11,23.7938485314227,-14.6351269687361
221,11,29.038055353384,-16.8864873288738
222,11,30.7681622622371,-17.739262619614
223,11,32.3760783979903,-18.6039808584518
224,11,33.7897740653103,-19.5166383512928
225,11,34.9667330396653,-20.5090458088496
226,11,35.8614855279756,-21.5808775016001
227,11,36.4612858521334,-22.745130864389
228,11,36.8711477182864,-25.4557910211687
229,11,36.6696611457761,-26.8930663715963
230,11,35.5175477601575,-29.6867414698392
231,11,34.6369025552692,-30.9011171932826
232,11,33.5888282300982,-31.9233335254203
233,11,32.4026659456202,-32.7184009884738
234,11,29.6211021726631,-33.5886007841515
235,11,27.9849204584717,-33.717019313626
236,11,26.2183096377485,-33.68480226464
237,11,24.3309596262912,-33.5465676173721
238,11,22.3208062313579,-33.3726612899257
239,11,18.1328018280879,-33.1964401661521
240,11,14.1429922166079,-33.1731958647648
241,11,12.2313503871593,-33.1266878316603
242,11,10.3778348140314,-33.0132052855498
243,11,8.58829435522285,-32.8040580663346
244,11,6.84064584789227,-32.4725374962639
245,11,5.0700994448255,-32.0172508962124
246,11,3.27322533222869,-31.4640545504384
247,11,-0.418687595522242,-30.179669644723
248,11,-4.09627739578414,-28.8238238024923
249,11,-5.8920216078647,-28.1122858460715
250,11,-7.65255868890126,-27.3645667343373
251,11,-9.3735582672942,-26.570622321206
252,11,-11.077254916009,-25.7164049091686
253,11,-14.4775165017317,-23.8562440887552
254,11,-16.185233511045,-22.8738429891042
255,11,-17.906698460143,-21.8724503885825
256,11,-19.628089973309,-20.8717543910881
257,11,-22.928385262226,-18.8697018891971
258,11,-24.4790807692059,-17.8277052050408
259,11,-27.3051265922114,-15.5801090683244
260,11,-28.5448479313762,-14.3530174024786
261,11,-29.6530218737847,-13.0404842531107
262,11,-30.6444406510768,-11.6234683085559
263,11,-31.5169602294234,-10.1146356600596
264,11,-32.2692264908853,-8.52739205631154
265,11,-32.9016624434539,-6.87420998418598
266,11,-34.1160057737752,-1.6080377618219
267,11,-34.3261608207142,0.237322459171913
268,11,-34.4624174228984,2.11880932640591
269,11,-34.5407037273032,4.03273612643633
270,11,-34.5779532171168,5.97700580252438
271,11,-34.5920061096721,7.95066706685753
272,11,-34.6203010935088,11.9628384547546
273,11,-34.6463516562825,13.9656473217268
274,11,-34.6751545298116,15.9616504117489
275,11,-34.7230350194217,19.933473343198
276,11,-34.7332354577762,21.9093507078716
277,11,-34.728433845112,23.8784778261844
278,11,-34.6466389854161,27.7320065787716
279,11,-34.4887912178893,29.4532110956616
280,11,-34.1674004338218,30.9833511541837
281,11,-33.6523388115164,32.2835000565933
282,11,-32.9540435069214,33.3001054449054
283,11,-32.0153881487289,34.0792118997941
284,11,-28.7867224485036,35.7027232116937
285,11,-26.87370749476,36.7067299514829
286,11,-21.7623826032159,39.595866321033
287,11,-20.1418625665089,40.3549987041733
288,11,-18.5286281071084,40.9596629960629
289,11,-16.9269162480936,41.3805845888608
290,11,-15.2947586791386,41.6060043323431
291,11,-13.5312107482484,41.6777684016896
292,11,-9.64289482747188,41.5853268011948
293,11,-7.61112976471737,41.5421552074769
294,11,-5.58318659783131,41.5226049040385
295,11,-1.53976115651896,41.5427010208205
296,11,0.4754310943428,41.5765527022834
297,11,2.48619653317858,41.622438779726
298,11,6.49447171658257,41.7389113024907
299,11,8.49189149682204,41.8037451937836
300,11,10.4848751821667,41.8690573815958
301,11,12.473517040832,41.9319164105607
302,11,14.4579005366844,41.9894100214277
